0.015 pkt: 0 | sent
69.498 ACK: 2766 | received
69.500 pkt: 2774 | sent
69.515 ACK: 2767 | received
69.531 pkt: 2775 | sent
69.547 ACK: 2768 | received
69.547 pkt: 2776 | sent
69.578 ACK: 2769 | received
69.578 pkt: 2777 | sent
69.594 ACK: 2770 | received
69.609 pkt: 2778 | sent
69.625 ACK: 2771 | received
69.640 pkt: 2779 | sent
69.656 ACK: 2772 | received
69.656 pkt: 2780 | sent
69.672 ACK: 2773 | received
69.687 pkt: 2781 | sent
69.703 ACK: 2774 | received
69.703 pkt: 2782 | sent
69.719 ACK: 2775 | received
69.734 pkt: 2783 | sent
69.750 ACK: 2776 | received
69.750 pkt: 2784 | sent
69.765 ACK: 2777 | received
69.781 pkt: 2785 | sent
69.797 ACK: 2778 | received
69.797 pkt: 2786 | sent
69.812 ACK: 2779 | received
69.828 pkt: 2787 | sent
69.844 ACK: 2780 | received
69.859 pkt: 2788 | sent
69.875 ACK: 2781 | received
69.890 pkt: 2789 | sent
69.906 ACK: 2782 | received
69.906 pkt: 2790 | sent
69.922 ACK: 2783 | received
69.937 pkt: 2791 | sent
69.953 ACK: 2784 | received
69.953 pkt: 2792 | sent
69.968 ACK: 2785 | received
69.984 pkt: 2793 | sent
70.008 ACK: 2786 | received
70.015 pkt: 2794 | sent
70.031 ACK: 2787 | received
70.031 pkt: 2795 | sent
70.062 ACK: 2788 | received
70.062 pkt: 2796 | sent
70.093 ACK: 2789 | received
70.109 pkt: 2797 | sent
70.124 ACK: 2790 | received
70.140 pkt: 2798 | sent
70.156 ACK: 2791 | received
70.156 pkt: 2799 | sent
70.171 ACK: 2792 | received
70.187 pkt: 2800 | sent
70.202 ACK: 2793 | received
70.218 pkt: 2801 | sent
70.234 ACK: 2794 | received
70.249 pkt: 2802 | sent
70.265 ACK: 2795 | received
70.265 pkt: 2803 | sent
70.281 ACK: 2796 | received
70.296 pkt: 2804 | sent
70.312 ACK: 2797 | received
70.327 pkt: 2805 | sent
70.343 ACK: 2798 | received
70.359 pkt: 2806 | sent
70.388 ACK: 2799 | received
70.398 pkt: 2807 | sent
70.411 ACK: 2800 | received
70.411 pkt: 2808 | sent
70.426 ACK: 2801 | received
70.442 pkt: 2809 | sent
70.457 ACK: 2802 | received
70.473 pkt: 2810 | sent
70.489 ACK: 2803 | received
70.489 pkt: 2811 | sent
70.504 ACK: 2804 | received
70.520 pkt: 2812 | sent
70.536 ACK: 2805 | received
70.551 pkt: 2813 | sent
70.567 ACK: 2806 | received
70.582 pkt: 2814 | sent
70.598 ACK: 2807 | received
70.614 pkt: 2815 | sent
70.629 ACK: 2808 | received
70.645 pkt: 2816 | sent
70.660 ACK: 2809 | received
70.676 pkt: 2817 | sent
70.692 ACK: 2810 | received
70.692 pkt: 2818 | sent
70.707 ACK: 2811 | received
70.723 pkt: 2819 | sent
70.723 ACK: 2812 | received
70.739 pkt: 2820 | sent
70.754 ACK: 2813 | received
70.770 pkt: 2821 | sent
70.785 ACK: 2814 | received
70.785 pkt: 2822 | sent
70.801 ACK: 2815 | received
70.801 pkt: 2823 | sent
70.832 ACK: 2816 | received
70.832 pkt: 2824 | sent
70.848 ACK: 2817 | received
70.864 pkt: 2825 | sent
70.879 ACK: 2818 | received
70.895 pkt: 2826 | sent
70.910 ACK: 2819 | received
70.910 pkt: 2827 | sent
70.942 ACK: 2820 | received
70.942 pkt: 2828 | sent
70.957 ACK: 2821 | received
70.973 pkt: 2829 | sent
70.989 ACK: 2822 | received
71.004 pkt: 2830 | sent
71.035 ACK: 2823 | received
71.035 pkt: 2831 | sent
71.051 ACK: 2824 | received
71.067 pkt: 2832 | sent
71.082 ACK: 2825 | received
71.098 pkt: 2833 | sent
71.129 ACK: 2826 | received
71.129 pkt: 2834 | sent
71.160 ACK: 2827 | received
71.176 pkt: 2835 | sent
71.192 ACK: 2828 | received
71.207 pkt: 2836 | sent
71.223 ACK: 2829 | received
71.238 pkt: 2837 | sent
71.254 ACK: 2830 | received
71.270 pkt: 2838 | sent
71.301 ACK: 2831 | received
71.317 pkt: 2839 | sent
71.332 ACK: 2832 | received
71.348 pkt: 2840 | sent
71.363 ACK: 2833 | received
71.379 pkt: 2841 | sent
71.413 ACK: 2834 | received
71.421 pkt: 2842 | sent
71.438 ACK: 2835 | received
71.453 pkt: 2843 | sent
71.469 ACK: 2836 | received
71.469 pkt: 2844 | sent
71.500 ACK: 2837 | received
71.500 pkt: 2845 | sent
71.516 ACK: 2838 | received
71.531 pkt: 2846 | sent
71.547 ACK: 2839 | received
71.567 pkt: 2847 | sent
71.583 ACK: 2840 | received
71.599 pkt: 2848 | sent
71.614 ACK: 2841 | received
71.630 pkt: 2849 | sent
71.630 ACK: 2842 | received
71.646 pkt: 2850 | sent
71.661 ACK: 2843 | received
71.677 pkt: 2851 | sent
71.692 ACK: 2844 | received
71.708 pkt: 2852 | sent
71.724 ACK: 2845 | received
71.739 pkt: 2853 | sent
71.739 ACK: 2846 | received
71.755 pkt: 2854 | sent
71.771 ACK: 2847 | received
71.786 pkt: 2855 | sent
71.786 ACK: 2848 | received
71.802 pkt: 2856 | sent
71.817 ACK: 2849 | received
71.833 pkt: 2857 | sent
71.849 ACK: 2850 | received
71.849 pkt: 2858 | sent
71.864 ACK: 2851 | received
71.880 pkt: 2859 | sent
71.896 ACK: 2852 | received
71.911 pkt: 2860 | sent
71.927 ACK: 2853 | received
71.942 pkt: 2861 | sent
71.958 ACK: 2854 | received
71.974 pkt: 2862 | sent
71.989 ACK: 2855 | received
71.989 pkt: 2863 | sent
72.005 ACK: 2856 | received
72.020 pkt: 2864 | sent
72.036 ACK: 2857 | received
72.052 pkt: 2865 | sent
72.067 ACK: 2858 | received
72.083 pkt: 2866 | sent
72.099 ACK: 2859 | received
72.114 pkt: 2867 | sent
72.130 ACK: 2860 | received
72.130 pkt: 2868 | sent
72.161 ACK: 2861 | received
72.161 pkt: 2869 | sent
72.177 ACK: 2862 | received
72.192 pkt: 2870 | sent
72.208 ACK: 2863 | received
72.208 pkt: 2871 | sent
72.224 ACK: 2864 | received
72.239 pkt: 2872 | sent
72.255 ACK: 2865 | received
72.270 pkt: 2873 | sent
72.286 ACK: 2866 | received
72.286 pkt: 2874 | sent
72.317 ACK: 2867 | received
72.317 pkt: 2875 | sent
72.333 ACK: 2868 | received
72.349 pkt: 2876 | sent
72.364 ACK: 2869 | received
72.380 pkt: 2877 | sent
72.401 ACK: 2870 | received
72.411 pkt: 2878 | sent
72.421 ACK: 2871 | received
72.436 pkt: 2879 | sent
72.436 ACK: 2872 | received
72.460 pkt: 2880 | sent
72.475 ACK: 2873 | received
72.475 pkt: 2881 | sent
72.507 ACK: 2874 | received
72.522 pkt: 2882 | sent
72.538 ACK: 2875 | received
72.553 pkt: 2883 | sent
72.569 ACK: 2876 | received
72.585 pkt: 2884 | sent
72.600 ACK: 2877 | received
72.616 pkt: 2885 | sent
72.632 ACK: 2878 | received
72.632 pkt: 2886 | sent
72.647 ACK: 2879 | received
72.663 pkt: 2887 | sent
72.678 ACK: 2880 | received
72.694 pkt: 2888 | sent
72.710 ACK: 2881 | received
72.710 pkt: 2889 | sent
72.725 ACK: 2882 | received
72.741 pkt: 2890 | sent
72.757 ACK: 2883 | received
72.757 pkt: 2891 | sent
72.772 ACK: 2884 | received
72.788 pkt: 2892 | sent
74.151 ACK: 2885 | received
74.166 pkt: 2893 | sent
74.182 ACK: 2886 | received
74.182 pkt: 2894 | sent
74.198 ACK: 2887 | received
74.213 pkt: 2895 | sent
74.229 ACK: 2888 | received
74.244 pkt: 2896 | sent
74.260 ACK: 2889 | received
74.260 pkt: 2897 | sent
74.291 ACK: 2890 | received
74.291 pkt: 2898 | sent
74.307 ACK: 2891 | received
74.323 pkt: 2899 | sent
74.338 ACK: 2892 | received
74.354 pkt: 2900 | sent
74.369 ACK: 2893 | received
74.369 pkt: 2901 | sent
74.399 ACK: 2894 | received
74.408 pkt: 2902 | sent
74.411 ACK: 2895 | received
74.427 pkt: 2903 | sent
74.442 ACK: 2896 | received
74.458 pkt: 2904 | sent
74.474 ACK: 2897 | received
74.474 pkt: 2905 | sent
74.489 ACK: 2898 | received
74.505 pkt: 2906 | sent
74.520 ACK: 2899 | received
74.536 pkt: 2907 | sent
74.552 ACK: 2900 | received
74.567 pkt: 2908 | sent
74.583 ACK: 2901 | received
74.583 pkt: 2909 | sent
74.599 ACK: 2902 | received
74.614 pkt: 2910 | sent
74.630 ACK: 2903 | received
74.645 pkt: 2911 | sent
74.661 ACK: 2904 | received
74.661 pkt: 2912 | sent
74.677 ACK: 2905 | received
74.692 pkt: 2913 | sent
74.708 ACK: 2906 | received
74.724 pkt: 2914 | sent
74.739 ACK: 2907 | received
74.739 pkt: 2915 | sent
74.770 ACK: 2908 | received
74.770 pkt: 2916 | sent
74.786 ACK: 2909 | received
74.802 pkt: 2917 | sent
74.817 ACK: 2910 | received
74.817 pkt: 2918 | sent
74.833 ACK: 2911 | received
74.848 pkt: 2919 | sent
74.864 ACK: 2912 | received
74.880 pkt: 2920 | sent
74.895 ACK: 2913 | received
74.911 pkt: 2921 | sent
74.927 ACK: 2914 | received
74.927 pkt: 2922 | sent
74.942 ACK: 2915 | received
74.958 pkt: 2923 | sent
74.973 ACK: 2916 | received
74.989 pkt: 2924 | sent
75.005 ACK: 2917 | received
75.005 pkt: 2925 | sent
75.020 ACK: 2918 | received
75.036 pkt: 2926 | sent
75.052 ACK: 2919 | received
75.067 pkt: 2927 | sent
75.083 ACK: 2920 | received
75.083 pkt: 2928 | sent
75.098 ACK: 2921 | received
75.114 pkt: 2929 | sent
75.145 ACK: 2922 | received
75.145 pkt: 2930 | sent
75.161 ACK: 2923 | received
75.177 pkt: 2931 | sent
75.192 ACK: 2924 | received
75.192 pkt: 2932 | sent
75.208 ACK: 2925 | received
75.223 pkt: 2933 | sent
75.246 ACK: 2926 | received
75.248 pkt: 2934 | sent
75.263 ACK: 2927 | received
75.279 pkt: 2935 | sent
75.294 ACK: 2928 | received
75.310 pkt: 2936 | sent
75.326 ACK: 2929 | received
75.326 pkt: 2937 | sent
75.341 ACK: 2930 | received
75.357 pkt: 2938 | sent
75.373 ACK: 2931 | received
75.391 pkt: 2939 | sent
75.408 ACK: 2932 | received
75.418 pkt: 2940 | sent
75.420 ACK: 2933 | received
75.436 pkt: 2941 | sent
75.451 ACK: 2934 | received
75.467 pkt: 2942 | sent
75.483 ACK: 2935 | received
75.483 pkt: 2943 | sent
75.498 ACK: 2936 | received
75.514 pkt: 2944 | sent
75.765 ACK: 2937 | received
75.780 pkt: 2945 | sent
75.796 ACK: 2938 | received
75.796 pkt: 2946 | sent
75.812 ACK: 2939 | received
75.812 pkt: 2947 | sent
75.827 ACK: 2940 | received
75.843 pkt: 2948 | sent
75.843 ACK: 2941 | received
75.859 pkt: 2949 | sent
75.874 ACK: 2942 | received
75.874 pkt: 2950 | sent
75.890 ACK: 2943 | received
75.890 pkt: 2951 | sent
75.905 ACK: 2944 | received
75.905 pkt: 2952 | sent
75.921 ACK: 2945 | received
75.937 pkt: 2953 | sent
75.937 ACK: 2946 | received
75.952 pkt: 2954 | sent
75.968 ACK: 2947 | received
75.968 pkt: 2955 | sent
75.984 ACK: 2948 | received
75.984 pkt: 2956 | sent
75.999 ACK: 2949 | received
76.015 pkt: 2957 | sent
76.030 ACK: 2950 | received
76.030 pkt: 2958 | sent
76.046 ACK: 2951 | received
76.046 pkt: 2959 | sent
76.062 ACK: 2952 | received
76.062 pkt: 2960 | sent
76.077 ACK: 2953 | received
76.093 pkt: 2961 | sent
76.109 ACK: 2954 | received
76.124 pkt: 2962 | sent
76.140 ACK: 2955 | received
76.140 pkt: 2963 | sent
76.155 ACK: 2956 | received
76.155 pkt: 2964 | sent
76.171 ACK: 2957 | received
76.187 pkt: 2965 | sent
76.187 ACK: 2958 | received
76.202 pkt: 2966 | sent
76.202 ACK: 2959 | received
76.218 pkt: 2967 | sent
76.234 ACK: 2960 | received
76.234 pkt: 2968 | sent
76.253 ACK: 2961 | received
76.253 pkt: 2969 | sent
76.268 ACK: 2962 | received
76.268 pkt: 2970 | sent
76.284 ACK: 2963 | received
76.299 pkt: 2971 | sent
76.299 ACK: 2964 | received
76.315 pkt: 2972 | sent
76.331 ACK: 2965 | received
76.331 pkt: 2973 | sent
76.346 ACK: 2966 | received
76.346 pkt: 2974 | sent
76.362 ACK: 2967 | received
76.362 pkt: 2975 | sent
76.378 ACK: 2968 | received
76.394 pkt: 2976 | sent
76.407 ACK: 2969 | received
76.415 pkt: 2977 | sent
76.426 ACK: 2970 | received
76.433 pkt: 2978 | sent
76.434 ACK: 2971 | received
76.449 pkt: 2979 | sent
76.449 ACK: 2972 | received
76.465 pkt: 2980 | sent
76.465 ACK: 2973 | received
76.481 pkt: 2981 | sent
76.481 ACK: 2974 | received
76.496 pkt: 2982 | sent
76.512 ACK: 2975 | received
76.512 pkt: 2983 | sent
76.527 ACK: 2976 | received
76.527 pkt: 2984 | sent
76.543 ACK: 2977 | received
76.559 pkt: 2985 | sent
76.559 ACK: 2978 | received
76.574 pkt: 2986 | sent
76.574 ACK: 2979 | received
76.590 pkt: 2987 | sent
76.606 ACK: 2980 | received
76.606 pkt: 2988 | sent
76.621 ACK: 2981 | received
76.621 pkt: 2989 | sent
76.637 ACK: 2982 | received
76.652 pkt: 2990 | sent
76.652 ACK: 2983 | received
76.668 pkt: 2991 | sent
76.684 ACK: 2984 | received
76.684 pkt: 2992 | sent
76.699 ACK: 2985 | received
76.699 pkt: 2993 | sent
76.715 ACK: 2986 | received
76.715 pkt: 2994 | sent
76.731 ACK: 2987 | received
76.746 pkt: 2995 | sent
76.755 ACK: 2988 | received
76.770 pkt: 2996 | sent
76.788 ACK: 2989 | received
76.788 pkt: 2997 | sent
76.803 ACK: 2990 | received
76.819 pkt: 2998 | sent
76.819 ACK: 2991 | received
76.835 pkt: 2999 | sent
76.850 ACK: 2992 | received
76.850 pkt: 3000 | sent
76.866 ACK: 2993 | received
76.866 pkt: 3001 | sent
76.881 ACK: 2994 | received
76.881 pkt: 3002 | sent
77.131 ACK: 2995 | received
77.131 pkt: 3003 | sent
77.147 ACK: 2996 | received
77.163 pkt: 3004 | sent
77.178 ACK: 2997 | received
77.178 pkt: 3005 | sent
77.194 ACK: 2998 | received
77.209 pkt: 3006 | sent
77.225 ACK: 2999 | received
77.225 pkt: 3007 | sent
77.241 ACK: 3000 | received
77.254 pkt: 3008 | sent
77.254 ACK: 3001 | received
77.269 pkt: 3009 | sent
77.285 ACK: 3002 | received
77.285 pkt: 3010 | sent
77.300 ACK: 3003 | received
77.316 pkt: 3011 | sent
77.316 ACK: 3004 | received
77.332 pkt: 3012 | sent
77.332 ACK: 3005 | received
77.347 pkt: 3013 | sent
77.363 ACK: 3006 | received
77.363 pkt: 3014 | sent
77.419 ACK: 3007 | received
77.420 pkt: 3015 | sent
77.436 ACK: 3008 | received
77.452 pkt: 3016 | sent
77.467 ACK: 3009 | received
77.483 pkt: 3017 | sent
77.499 ACK: 3010 | received
77.499 pkt: 3018 | sent
77.530 ACK: 3011 | received
77.530 pkt: 3019 | sent
77.545 ACK: 3012 | received
77.561 pkt: 3020 | sent
77.577 ACK: 3013 | received
77.592 pkt: 3021 | sent
77.608 ACK: 3014 | received
77.608 pkt: 3022 | sent
77.624 ACK: 3015 | received
77.639 pkt: 3023 | sent
77.655 ACK: 3016 | received
77.670 pkt: 3024 | sent
77.686 ACK: 3017 | received
77.702 pkt: 3025 | sent
77.717 ACK: 3018 | received
77.717 pkt: 3026 | sent
77.733 ACK: 3019 | received
77.749 pkt: 3027 | sent
77.764 ACK: 3020 | received
77.780 pkt: 3028 | sent
77.795 ACK: 3021 | received
77.795 pkt: 3029 | sent
77.811 ACK: 3022 | received
77.827 pkt: 3030 | sent
77.842 ACK: 3023 | received
77.842 pkt: 3031 | sent
77.858 ACK: 3024 | received
77.873 pkt: 3032 | sent
77.889 ACK: 3025 | received
77.889 pkt: 3033 | sent
77.905 ACK: 3026 | received
77.920 pkt: 3034 | sent
77.936 ACK: 3027 | received
77.936 pkt: 3035 | sent
77.952 ACK: 3028 | received
77.967 pkt: 3036 | sent
77.983 ACK: 3029 | received
77.983 pkt: 3037 | sent
78.014 ACK: 3030 | received
78.014 pkt: 3038 | sent
78.030 ACK: 3031 | received
78.045 pkt: 3039 | sent
78.061 ACK: 3032 | received
78.077 pkt: 3040 | sent
78.092 ACK: 3033 | received
78.092 pkt: 3041 | sent
78.108 ACK: 3034 | received
78.123 pkt: 3042 | sent
78.139 ACK: 3035 | received
78.139 pkt: 3043 | sent
78.170 ACK: 3036 | received
78.170 pkt: 3044 | sent
78.186 ACK: 3037 | received
78.202 pkt: 3045 | sent
78.217 ACK: 3038 | received
78.233 pkt: 3046 | sent
78.248 ACK: 3039 | received
78.264 pkt: 3047 | sent
78.264 ACK: 3040 | received
78.280 pkt: 3048 | sent
78.295 ACK: 3041 | received
78.295 pkt: 3049 | sent
78.327 ACK: 3042 | received
78.327 pkt: 3050 | sent
78.342 ACK: 3043 | received
78.358 pkt: 3051 | sent
78.358 ACK: 3044 | received
78.373 pkt: 3052 | sent
78.393 ACK: 3045 | received
78.403 pkt: 3053 | sent
78.416 ACK: 3046 | received
78.421 pkt: 3054 | sent
78.437 ACK: 3047 | received
78.437 pkt: 3055 | sent
78.452 ACK: 3048 | received
78.468 pkt: 3056 | sent
78.483 ACK: 3049 | received
78.483 pkt: 3057 | sent
78.499 ACK: 3050 | received
78.499 pkt: 3058 | sent
78.515 ACK: 3051 | received
78.530 pkt: 3059 | sent
78.546 ACK: 3052 | received
78.546 pkt: 3060 | sent
78.561 ACK: 3053 | received
78.577 pkt: 3061 | sent
78.593 ACK: 3054 | received
78.593 pkt: 3062 | sent
78.608 ACK: 3055 | received
78.624 pkt: 3063 | sent
78.640 ACK: 3056 | received
78.640 pkt: 3064 | sent
78.655 ACK: 3057 | received
78.671 pkt: 3065 | sent
78.686 ACK: 3058 | received
78.686 pkt: 3066 | sent
78.702 ACK: 3059 | received
78.718 pkt: 3067 | sent
78.733 ACK: 3060 | received
78.733 pkt: 3068 | sent
78.756 ACK: 3061 | received
78.772 pkt: 3069 | sent
78.803 ACK: 3062 | received
78.803 pkt: 3070 | sent
78.819 ACK: 3063 | received
78.834 pkt: 3071 | sent
78.850 ACK: 3064 | received
78.850 pkt: 3072 | sent
78.881 ACK: 3065 | received
78.897 pkt: 3073 | sent
78.912 ACK: 3066 | received
78.912 pkt: 3074 | sent
78.928 ACK: 3067 | received
78.944 pkt: 3075 | sent
78.959 ACK: 3068 | received
78.959 pkt: 3076 | sent
78.975 ACK: 3069 | received
78.991 pkt: 3077 | sent
79.006 ACK: 3070 | received
79.006 pkt: 3078 | sent
79.022 ACK: 3071 | received
79.037 pkt: 3079 | sent
79.053 ACK: 3072 | received
79.053 pkt: 3080 | sent
79.069 ACK: 3073 | received
79.084 pkt: 3081 | sent
79.100 ACK: 3074 | received
79.100 pkt: 3082 | sent
79.116 ACK: 3075 | received
79.131 pkt: 3083 | sent
79.147 ACK: 3076 | received
79.147 pkt: 3084 | sent
79.162 ACK: 3077 | received
79.178 pkt: 3085 | sent
79.194 ACK: 3078 | received
79.194 pkt: 3086 | sent
79.209 ACK: 3079 | received
79.225 pkt: 3087 | sent
79.252 ACK: 3080 | received
79.253 pkt: 3088 | sent
79.269 ACK: 3081 | received
79.269 pkt: 3089 | sent
79.284 ACK: 3082 | received
79.300 pkt: 3090 | sent
79.300 ACK: 3083 | received
79.316 pkt: 3091 | sent
79.331 ACK: 3084 | received
79.331 pkt: 3092 | sent
79.347 ACK: 3085 | received
79.362 pkt: 3093 | sent
79.378 ACK: 3086 | received
79.378 pkt: 3094 | sent
79.418 ACK: 3087 | received
79.420 pkt: 3095 | sent
79.436 ACK: 3088 | received
79.436 pkt: 3096 | sent
79.460 ACK: 3089 | received
79.460 pkt: 3097 | sent
79.491 ACK: 3090 | received
79.491 pkt: 3098 | sent
79.522 ACK: 3091 | received
79.522 pkt: 3099 | sent
79.538 ACK: 3092 | received
79.553 pkt: 3100 | sent
79.569 ACK: 3093 | received
79.569 pkt: 3101 | sent
79.600 ACK: 3094 | received
79.600 pkt: 3102 | sent
79.616 ACK: 3095 | received
79.631 pkt: 3103 | sent
79.647 ACK: 3096 | received
79.663 pkt: 3104 | sent
79.678 ACK: 3097 | received
79.678 pkt: 3105 | sent
79.710 ACK: 3098 | received
79.710 pkt: 3106 | sent
79.725 ACK: 3099 | received
79.741 pkt: 3107 | sent
79.756 ACK: 3100 | received
79.772 pkt: 3108 | sent
79.788 ACK: 3101 | received
79.803 pkt: 3109 | sent
79.819 ACK: 3102 | received
79.819 pkt: 3110 | sent
79.834 ACK: 3103 | received
79.850 pkt: 3111 | sent
79.866 ACK: 3104 | received
79.866 pkt: 3112 | sent
79.881 ACK: 3105 | received
79.897 pkt: 3113 | sent
79.913 ACK: 3106 | received
79.913 pkt: 3114 | sent
79.928 ACK: 3107 | received
79.944 pkt: 3115 | sent
79.944 ACK: 3108 | received
79.959 pkt: 3116 | sent
79.975 ACK: 3109 | received
79.975 pkt: 3117 | sent
79.991 ACK: 3110 | received
80.006 pkt: 3118 | sent
80.022 ACK: 3111 | received
80.022 pkt: 3119 | sent
80.038 ACK: 3112 | received
80.053 pkt: 3120 | sent
80.069 ACK: 3113 | received
80.069 pkt: 3121 | sent
80.084 ACK: 3114 | received
80.100 pkt: 3122 | sent
80.116 ACK: 3115 | received
80.116 pkt: 3123 | sent
80.131 ACK: 3116 | received
80.147 pkt: 3124 | sent
80.163 ACK: 3117 | received
80.163 pkt: 3125 | sent
80.178 ACK: 3118 | received
80.194 pkt: 3126 | sent
80.209 ACK: 3119 | received
80.209 pkt: 3127 | sent
80.225 ACK: 3120 | received
80.239 pkt: 3128 | sent
80.254 ACK: 3121 | received
80.254 pkt: 3129 | sent
80.270 ACK: 3122 | received
80.285 pkt: 3130 | sent
80.301 ACK: 3123 | received
80.301 pkt: 3131 | sent
80.316 ACK: 3124 | received
80.316 pkt: 3132 | sent
80.332 ACK: 3125 | received
80.332 pkt: 3133 | sent
80.348 ACK: 3126 | received
80.348 pkt: 3134 | sent
80.363 ACK: 3127 | received
80.363 pkt: 3135 | sent
80.379 ACK: 3128 | received
80.396 pkt: 3136 | sent
80.407 ACK: 3129 | received
80.414 pkt: 3137 | sent
80.420 ACK: 3130 | received
80.420 pkt: 3138 | sent
80.436 ACK: 3131 | received
80.436 pkt: 3139 | sent
80.451 ACK: 3132 | received
80.470 pkt: 3140 | sent
80.481 ACK: 3133 | received
80.488 pkt: 3141 | sent
80.494 ACK: 3134 | received
80.494 pkt: 3142 | sent
80.510 ACK: 3135 | received
80.510 pkt: 3143 | sent
80.526 ACK: 3136 | received
80.526 pkt: 3144 | sent
80.541 ACK: 3137 | received
80.541 pkt: 3145 | sent
80.557 ACK: 3138 | received
80.573 pkt: 3146 | sent
80.588 ACK: 3139 | received
80.588 pkt: 3147 | sent
80.604 ACK: 3140 | received
80.619 pkt: 3148 | sent
80.619 ACK: 3141 | received
80.635 pkt: 3149 | sent
80.651 ACK: 3142 | received
80.651 pkt: 3150 | sent
80.666 ACK: 3143 | received
80.682 pkt: 3151 | sent
80.698 ACK: 3144 | received
80.698 pkt: 3152 | sent
80.713 ACK: 3145 | received
80.729 pkt: 3153 | sent
80.744 ACK: 3146 | received
80.760 pkt: 3154 | sent
80.776 ACK: 3147 | received
80.776 pkt: 3155 | sent
80.791 ACK: 3148 | received
80.807 pkt: 3156 | sent
80.823 ACK: 3149 | received
80.838 pkt: 3157 | sent
80.854 ACK: 3150 | received
80.854 pkt: 3158 | sent
80.869 ACK: 3151 | received
80.885 pkt: 3159 | sent
80.901 ACK: 3152 | received
80.916 pkt: 3160 | sent
80.932 ACK: 3153 | received
80.932 pkt: 3161 | sent
80.948 ACK: 3154 | received
80.963 pkt: 3162 | sent
80.979 ACK: 3155 | received
80.994 pkt: 3163 | sent
81.010 ACK: 3156 | received
81.010 pkt: 3164 | sent
81.026 ACK: 3157 | received
81.041 pkt: 3165 | sent
81.057 ACK: 3158 | received
81.072 pkt: 3166 | sent
81.088 ACK: 3159 | received
81.088 pkt: 3167 | sent
81.104 ACK: 3160 | received
81.119 pkt: 3168 | sent
81.135 ACK: 3161 | received
81.151 pkt: 3169 | sent
81.151 ACK: 3162 | received
81.166 pkt: 3170 | sent
81.182 ACK: 3163 | received
81.197 pkt: 3171 | sent
81.197 ACK: 3164 | received
81.213 pkt: 3172 | sent
81.229 ACK: 3165 | received
81.239 pkt: 3173 | sent
81.256 ACK: 3166 | received
81.256 pkt: 3174 | sent
81.272 ACK: 3167 | received
81.287 pkt: 3175 | sent
81.287 ACK: 3168 | received
81.303 pkt: 3176 | sent
81.319 ACK: 3169 | received
81.319 pkt: 3177 | sent
81.334 ACK: 3170 | received
81.334 pkt: 3178 | sent
81.350 ACK: 3171 | received
81.365 pkt: 3179 | sent
81.365 ACK: 3172 | received
81.381 pkt: 3180 | sent
81.397 ACK: 3173 | received
81.406 pkt: 3181 | sent
81.421 ACK: 3174 | received
81.421 pkt: 3182 | sent
81.437 ACK: 3175 | received
81.437 pkt: 3183 | sent
81.452 ACK: 3176 | received
81.468 pkt: 3184 | sent
81.483 ACK: 3177 | received
81.483 pkt: 3185 | sent
81.499 ACK: 3178 | received
81.515 pkt: 3186 | sent
81.530 ACK: 3179 | received
81.546 pkt: 3187 | sent
81.562 ACK: 3180 | received
81.562 pkt: 3188 | sent
81.577 ACK: 3181 | received
81.593 pkt: 3189 | sent
81.608 ACK: 3182 | received
81.608 pkt: 3190 | sent
81.624 ACK: 3183 | received
81.640 pkt: 3191 | sent
81.655 ACK: 3184 | received
81.671 pkt: 3192 | sent
81.687 ACK: 3185 | received
81.687 pkt: 3193 | sent
81.718 ACK: 3186 | received
81.718 pkt: 3194 | sent
81.733 ACK: 3187 | received
81.749 pkt: 3195 | sent
81.765 ACK: 3188 | received
81.780 pkt: 3196 | sent
81.796 ACK: 3189 | received
81.812 pkt: 3197 | sent
81.827 ACK: 3190 | received
81.827 ACK: 3191 | received
81.858 ACK: 3192 | received
81.858 ACK: 3193 | received
81.874 ACK: 3194 | received
81.890 ACK: 3195 | received
81.905 ACK: 3196 | received
81.905 ACK: 3197 | received

File transfer is finished.
Throughput: 39.04 pkts / sec
