0.012 pkt: 0 | received
69.423 ACK: 2770 | sent
69.439 pkt: 2771 | received
69.439 ACK: 2771 | sent
69.455 pkt: 2772 | received
69.476 ACK: 2772 | sent
69.492 pkt: 2773 | received
69.497 ACK: 2773 | sent
69.512 pkt: 2774 | received
69.512 ACK: 2774 | sent
69.544 pkt: 2775 | received
69.544 ACK: 2775 | sent
69.559 pkt: 2776 | received
69.575 ACK: 2776 | sent
69.591 pkt: 2777 | received
69.606 ACK: 2777 | sent
69.622 pkt: 2778 | received
69.622 ACK: 2778 | sent
69.637 pkt: 2779 | received
69.653 ACK: 2779 | sent
69.669 pkt: 2780 | received
69.669 ACK: 2780 | sent
69.684 pkt: 2781 | received
69.700 ACK: 2781 | sent
69.700 pkt: 2782 | received
69.716 ACK: 2782 | sent
69.731 pkt: 2783 | received
69.731 ACK: 2783 | sent
69.747 pkt: 2784 | received
69.762 ACK: 2784 | sent
69.778 pkt: 2785 | received
69.794 ACK: 2785 | sent
69.809 pkt: 2786 | received
69.809 ACK: 2786 | sent
69.825 pkt: 2787 | received
69.841 ACK: 2787 | sent
69.856 pkt: 2788 | received
69.872 ACK: 2788 | sent
69.887 pkt: 2789 | received
69.903 ACK: 2789 | sent
69.919 pkt: 2790 | received
69.919 ACK: 2790 | sent
69.934 pkt: 2791 | received
69.950 ACK: 2791 | sent
69.966 pkt: 2792 | received
69.966 ACK: 2792 | sent
69.981 pkt: 2793 | received
70.007 ACK: 2793 | sent
70.012 pkt: 2794 | received
70.028 ACK: 2794 | sent
70.043 pkt: 2795 | received
70.059 ACK: 2795 | sent
70.075 pkt: 2796 | received
70.075 ACK: 2796 | sent
70.106 pkt: 2797 | received
70.121 ACK: 2797 | sent
70.137 pkt: 2798 | received
70.153 ACK: 2798 | sent
70.168 pkt: 2799 | received
70.168 ACK: 2799 | sent
70.199 pkt: 2800 | received
70.199 ACK: 2800 | sent
70.215 pkt: 2801 | received
70.231 ACK: 2801 | sent
70.246 pkt: 2802 | received
70.262 ACK: 2802 | sent
70.278 pkt: 2803 | received
70.278 ACK: 2803 | sent
70.293 pkt: 2804 | received
70.309 ACK: 2804 | sent
70.324 pkt: 2805 | received
70.340 ACK: 2805 | sent
70.363 pkt: 2806 | received
70.372 ACK: 2806 | sent
70.399 pkt: 2807 | received
70.408 ACK: 2807 | sent
70.423 pkt: 2808 | received
70.423 ACK: 2808 | sent
70.439 pkt: 2809 | received
70.454 ACK: 2809 | sent
70.470 pkt: 2810 | received
70.486 ACK: 2810 | sent
70.501 pkt: 2811 | received
70.501 ACK: 2811 | sent
70.517 pkt: 2812 | received
70.533 ACK: 2812 | sent
70.564 pkt: 2813 | received
70.564 ACK: 2813 | sent
70.579 pkt: 2814 | received
70.595 ACK: 2814 | sent
70.611 pkt: 2815 | received
70.626 ACK: 2815 | sent
70.642 pkt: 2816 | received
70.657 ACK: 2816 | sent
70.673 pkt: 2817 | received
70.673 ACK: 2817 | sent
70.704 pkt: 2818 | received
70.704 ACK: 2818 | sent
70.720 pkt: 2819 | received
70.720 ACK: 2819 | sent
70.736 pkt: 2820 | received
70.751 ACK: 2820 | sent
70.767 pkt: 2821 | received
70.782 ACK: 2821 | sent
70.782 pkt: 2822 | received
70.798 ACK: 2822 | sent
70.814 pkt: 2823 | received
70.829 ACK: 2823 | sent
70.829 pkt: 2824 | received
70.845 ACK: 2824 | sent
70.861 pkt: 2825 | received
70.876 ACK: 2825 | sent
70.892 pkt: 2826 | received
70.907 ACK: 2826 | sent
70.923 pkt: 2827 | received
70.923 ACK: 2827 | sent
70.939 pkt: 2828 | received
70.954 ACK: 2828 | sent
70.970 pkt: 2829 | received
70.986 ACK: 2829 | sent
71.001 pkt: 2830 | received
71.017 ACK: 2830 | sent
71.048 pkt: 2831 | received
71.048 ACK: 2831 | sent
71.079 pkt: 2832 | received
71.079 ACK: 2832 | sent
71.095 pkt: 2833 | received
71.110 ACK: 2833 | sent
71.142 pkt: 2834 | received
71.157 ACK: 2834 | sent
71.173 pkt: 2835 | received
71.189 ACK: 2835 | sent
71.204 pkt: 2836 | received
71.220 ACK: 2836 | sent
71.235 pkt: 2837 | received
71.251 ACK: 2837 | sent
71.282 pkt: 2838 | received
71.298 ACK: 2838 | sent
71.314 pkt: 2839 | received
71.329 ACK: 2839 | sent
71.360 pkt: 2840 | received
71.360 ACK: 2840 | sent
71.397 pkt: 2841 | received
71.407 ACK: 2841 | sent
71.419 pkt: 2842 | received
71.435 ACK: 2842 | sent
71.450 pkt: 2843 | received
71.466 ACK: 2843 | sent
71.482 pkt: 2844 | received
71.482 ACK: 2844 | sent
71.513 pkt: 2845 | received
71.513 ACK: 2845 | sent
71.544 pkt: 2846 | received
71.544 ACK: 2846 | sent
71.564 pkt: 2847 | received
71.580 ACK: 2847 | sent
71.596 pkt: 2848 | received
71.611 ACK: 2848 | sent
71.627 pkt: 2849 | received
71.643 ACK: 2849 | sent
71.658 pkt: 2850 | received
71.658 ACK: 2850 | sent
71.689 pkt: 2851 | received
71.705 ACK: 2851 | sent
71.721 pkt: 2852 | received
71.721 ACK: 2852 | sent
71.736 pkt: 2853 | received
71.752 ACK: 2853 | sent
71.752 pkt: 2854 | received
71.768 ACK: 2854 | sent
71.783 pkt: 2855 | received
71.783 ACK: 2855 | sent
71.814 pkt: 2856 | received
71.814 ACK: 2856 | sent
71.830 pkt: 2857 | received
71.846 ACK: 2857 | sent
71.861 pkt: 2858 | received
71.861 ACK: 2858 | sent
71.893 pkt: 2859 | received
71.893 ACK: 2859 | sent
71.924 pkt: 2860 | received
71.924 ACK: 2860 | sent
71.939 pkt: 2861 | received
71.955 ACK: 2861 | sent
71.971 pkt: 2862 | received
71.986 ACK: 2862 | sent
72.002 pkt: 2863 | received
72.002 ACK: 2863 | sent
72.017 pkt: 2864 | received
72.033 ACK: 2864 | sent
72.049 pkt: 2865 | received
72.064 ACK: 2865 | sent
72.080 pkt: 2866 | received
72.096 ACK: 2866 | sent
72.111 pkt: 2867 | received
72.127 ACK: 2867 | sent
72.142 pkt: 2868 | received
72.142 ACK: 2868 | sent
72.158 pkt: 2869 | received
72.174 ACK: 2869 | sent
72.189 pkt: 2870 | received
72.205 ACK: 2870 | sent
72.221 pkt: 2871 | received
72.221 ACK: 2871 | sent
72.236 pkt: 2872 | received
72.252 ACK: 2872 | sent
72.267 pkt: 2873 | received
72.283 ACK: 2873 | sent
72.299 pkt: 2874 | received
72.314 ACK: 2874 | sent
72.330 pkt: 2875 | received
72.330 ACK: 2875 | sent
72.361 pkt: 2876 | received
72.361 ACK: 2876 | sent
72.377 pkt: 2877 | received
72.398 ACK: 2877 | sent
72.413 pkt: 2878 | received
72.418 ACK: 2878 | sent
72.433 pkt: 2879 | received
72.449 ACK: 2879 | sent
72.457 pkt: 2880 | received
72.472 ACK: 2880 | sent
72.488 pkt: 2881 | received
72.488 ACK: 2881 | sent
72.519 pkt: 2882 | received
72.535 ACK: 2882 | sent
72.550 pkt: 2883 | received
72.566 ACK: 2883 | sent
72.582 pkt: 2884 | received
72.597 ACK: 2884 | sent
72.613 pkt: 2885 | received
72.629 ACK: 2885 | sent
72.644 pkt: 2886 | received
72.644 ACK: 2886 | sent
72.660 pkt: 2887 | received
72.675 ACK: 2887 | sent
72.691 pkt: 2888 | received
72.707 ACK: 2888 | sent
72.722 pkt: 2889 | received
72.722 ACK: 2889 | sent
72.738 pkt: 2890 | received
72.754 ACK: 2890 | sent
72.754 pkt: 2891 | received
72.769 ACK: 2891 | sent
72.785 pkt: 2892 | received
72.800 ACK: 2892 | sent
74.163 pkt: 2893 | received
74.179 ACK: 2893 | sent
74.195 pkt: 2894 | received
74.195 ACK: 2894 | sent
74.210 pkt: 2895 | received
74.226 ACK: 2895 | sent
74.241 pkt: 2896 | received
74.257 ACK: 2896 | sent
74.273 pkt: 2897 | received
74.273 ACK: 2897 | sent
74.304 pkt: 2898 | received
74.304 ACK: 2898 | sent
74.320 pkt: 2899 | received
74.335 ACK: 2899 | sent
74.351 pkt: 2900 | received
74.366 ACK: 2900 | sent
74.384 pkt: 2901 | received
74.396 ACK: 2901 | sent
74.408 pkt: 2902 | received
74.408 ACK: 2902 | sent
74.424 pkt: 2903 | received
74.439 ACK: 2903 | sent
74.455 pkt: 2904 | received
74.471 ACK: 2904 | sent
74.486 pkt: 2905 | received
74.486 ACK: 2905 | sent
74.517 pkt: 2906 | received
74.517 ACK: 2906 | sent
74.533 pkt: 2907 | received
74.549 ACK: 2907 | sent
74.564 pkt: 2908 | received
74.580 ACK: 2908 | sent
74.596 pkt: 2909 | received
74.596 ACK: 2909 | sent
74.611 pkt: 2910 | received
74.627 ACK: 2910 | sent
74.642 pkt: 2911 | received
74.658 ACK: 2911 | sent
74.674 pkt: 2912 | received
74.674 ACK: 2912 | sent
74.689 pkt: 2913 | received
74.705 ACK: 2913 | sent
74.721 pkt: 2914 | received
74.736 ACK: 2914 | sent
74.752 pkt: 2915 | received
74.752 ACK: 2915 | sent
74.783 pkt: 2916 | received
74.783 ACK: 2916 | sent
74.814 pkt: 2917 | received
74.830 ACK: 2917 | sent
74.830 pkt: 2918 | received
74.845 ACK: 2918 | sent
74.861 pkt: 2919 | received
74.877 ACK: 2919 | sent
74.892 pkt: 2920 | received
74.892 ACK: 2920 | sent
74.908 pkt: 2921 | received
74.924 ACK: 2921 | sent
74.939 pkt: 2922 | received
74.939 ACK: 2922 | sent
74.955 pkt: 2923 | received
74.970 ACK: 2923 | sent
74.986 pkt: 2924 | received
75.002 ACK: 2924 | sent
75.017 pkt: 2925 | received
75.017 ACK: 2925 | sent
75.033 pkt: 2926 | received
75.049 ACK: 2926 | sent
75.064 pkt: 2927 | received
75.080 ACK: 2927 | sent
75.095 pkt: 2928 | received
75.095 ACK: 2928 | sent
75.111 pkt: 2929 | received
75.127 ACK: 2929 | sent
75.158 pkt: 2930 | received
75.158 ACK: 2930 | sent
75.174 pkt: 2931 | received
75.189 ACK: 2931 | sent
75.205 pkt: 2932 | received
75.205 ACK: 2932 | sent
75.220 pkt: 2933 | received
75.236 ACK: 2933 | sent
75.245 pkt: 2934 | received
75.260 ACK: 2934 | sent
75.276 pkt: 2935 | received
75.291 ACK: 2935 | sent
75.307 pkt: 2936 | received
75.323 ACK: 2936 | sent
75.338 pkt: 2937 | received
75.338 ACK: 2937 | sent
75.354 pkt: 2938 | received
75.370 ACK: 2938 | sent
75.394 pkt: 2939 | received
75.404 ACK: 2939 | sent
75.417 pkt: 2940 | received
75.417 ACK: 2940 | sent
75.448 pkt: 2941 | received
75.448 ACK: 2941 | sent
75.464 pkt: 2942 | received
75.480 ACK: 2942 | sent
75.495 pkt: 2943 | received
75.511 ACK: 2943 | sent
75.511 pkt: 2944 | received
75.527 ACK: 2944 | sent
75.777 pkt: 2945 | received
75.793 ACK: 2945 | sent
75.793 pkt: 2946 | received
75.809 ACK: 2946 | sent
75.824 pkt: 2947 | received
75.824 ACK: 2947 | sent
75.840 pkt: 2948 | received
75.840 ACK: 2948 | sent
75.856 pkt: 2949 | received
75.871 ACK: 2949 | sent
75.871 pkt: 2950 | received
75.887 ACK: 2950 | sent
75.902 pkt: 2951 | received
75.902 ACK: 2951 | sent
75.918 pkt: 2952 | received
75.918 ACK: 2952 | sent
75.934 pkt: 2953 | received
75.934 ACK: 2953 | sent
75.949 pkt: 2954 | received
75.965 ACK: 2954 | sent
75.965 pkt: 2955 | received
75.981 ACK: 2955 | sent
75.996 pkt: 2956 | received
75.996 ACK: 2956 | sent
76.012 pkt: 2957 | received
76.012 ACK: 2957 | sent
76.027 pkt: 2958 | received
76.043 ACK: 2958 | sent
76.059 pkt: 2959 | received
76.059 ACK: 2959 | sent
76.074 pkt: 2960 | received
76.074 ACK: 2960 | sent
76.090 pkt: 2961 | received
76.090 ACK: 2961 | sent
76.121 pkt: 2962 | received
76.137 ACK: 2962 | sent
76.137 pkt: 2963 | received
76.152 ACK: 2963 | sent
76.152 pkt: 2964 | received
76.168 ACK: 2964 | sent
76.184 pkt: 2965 | received
76.184 ACK: 2965 | sent
76.199 pkt: 2966 | received
76.215 ACK: 2966 | sent
76.215 pkt: 2967 | received
76.231 ACK: 2967 | sent
76.246 pkt: 2968 | received
76.250 ACK: 2968 | sent
76.265 pkt: 2969 | received
76.265 ACK: 2969 | sent
76.281 pkt: 2970 | received
76.281 ACK: 2970 | sent
76.296 pkt: 2971 | received
76.296 ACK: 2971 | sent
76.312 pkt: 2972 | received
76.312 ACK: 2972 | sent
76.328 pkt: 2973 | received
76.343 ACK: 2973 | sent
76.343 pkt: 2974 | received
76.359 ACK: 2974 | sent
76.375 pkt: 2975 | received
76.375 ACK: 2975 | sent
76.397 pkt: 2976 | received
76.404 ACK: 2976 | sent
76.416 pkt: 2977 | received
76.422 ACK: 2977 | sent
76.431 pkt: 2978 | received
76.431 ACK: 2978 | sent
76.446 pkt: 2979 | received
76.446 ACK: 2979 | sent
76.462 pkt: 2980 | received
76.462 ACK: 2980 | sent
76.478 pkt: 2981 | received
76.493 ACK: 2981 | sent
76.493 pkt: 2982 | received
76.509 ACK: 2982 | sent
76.509 pkt: 2983 | received
76.524 ACK: 2983 | sent
76.524 pkt: 2984 | received
76.540 ACK: 2984 | sent
76.556 pkt: 2985 | received
76.556 ACK: 2985 | sent
76.571 pkt: 2986 | received
76.571 ACK: 2986 | sent
76.587 pkt: 2987 | received
76.603 ACK: 2987 | sent
76.603 pkt: 2988 | received
76.618 ACK: 2988 | sent
76.618 pkt: 2989 | received
76.634 ACK: 2989 | sent
76.649 pkt: 2990 | received
76.649 ACK: 2990 | sent
76.665 pkt: 2991 | received
76.681 ACK: 2991 | sent
76.681 pkt: 2992 | received
76.696 ACK: 2992 | sent
76.696 pkt: 2993 | received
76.712 ACK: 2993 | sent
76.728 pkt: 2994 | received
76.728 ACK: 2994 | sent
77.050 pkt: 2995 | received
77.066 ACK: 2995 | sent
77.081 pkt: 2996 | received
77.081 ACK: 2996 | sent
77.097 pkt: 2997 | received
77.113 ACK: 2997 | sent
77.113 pkt: 2998 | received
77.128 ACK: 2998 | sent
77.144 pkt: 2999 | received
77.144 ACK: 2999 | sent
77.160 pkt: 3000 | received
77.175 ACK: 3000 | sent
77.175 pkt: 3001 | received
77.191 ACK: 3001 | sent
77.206 pkt: 3002 | received
77.222 ACK: 3002 | sent
77.222 pkt: 3003 | received
77.238 ACK: 3003 | sent
77.251 pkt: 3004 | received
77.251 ACK: 3004 | sent
77.266 pkt: 3005 | received
77.282 ACK: 3005 | sent
77.282 pkt: 3006 | received
77.298 ACK: 3006 | sent
77.313 pkt: 3007 | received
77.313 ACK: 3007 | sent
77.329 pkt: 3008 | received
77.329 ACK: 3008 | sent
77.344 pkt: 3009 | received
77.344 ACK: 3009 | sent
77.417 pkt: 3010 | received
77.417 ACK: 3010 | sent
77.433 pkt: 3011 | received
77.449 ACK: 3011 | sent
77.464 pkt: 3012 | received
77.464 ACK: 3012 | sent
77.480 pkt: 3013 | received
77.496 ACK: 3013 | sent
77.511 pkt: 3014 | received
77.511 ACK: 3014 | sent
77.527 pkt: 3015 | received
77.542 ACK: 3015 | sent
77.558 pkt: 3016 | received
77.558 ACK: 3016 | sent
77.574 pkt: 3017 | received
77.589 ACK: 3017 | sent
77.605 pkt: 3018 | received
77.621 ACK: 3018 | sent
77.636 pkt: 3019 | received
77.636 ACK: 3019 | sent
77.652 pkt: 3020 | received
77.667 ACK: 3020 | sent
77.683 pkt: 3021 | received
77.699 ACK: 3021 | sent
77.714 pkt: 3022 | received
77.714 ACK: 3022 | sent
77.730 pkt: 3023 | received
77.746 ACK: 3023 | sent
77.761 pkt: 3024 | received
77.777 ACK: 3024 | sent
77.792 pkt: 3025 | received
77.792 ACK: 3025 | sent
77.808 pkt: 3026 | received
77.824 ACK: 3026 | sent
77.839 pkt: 3027 | received
77.839 ACK: 3027 | sent
77.855 pkt: 3028 | received
77.870 ACK: 3028 | sent
77.886 pkt: 3029 | received
77.886 ACK: 3029 | sent
77.902 pkt: 3030 | received
77.917 ACK: 3030 | sent
77.933 pkt: 3031 | received
77.933 ACK: 3031 | sent
77.949 pkt: 3032 | received
77.964 ACK: 3032 | sent
77.980 pkt: 3033 | received
77.995 ACK: 3033 | sent
78.011 pkt: 3034 | received
78.011 ACK: 3034 | sent
78.027 pkt: 3035 | received
78.042 ACK: 3035 | sent
78.058 pkt: 3036 | received
78.058 ACK: 3036 | sent
78.074 pkt: 3037 | received
78.089 ACK: 3037 | sent
78.105 pkt: 3038 | received
78.120 ACK: 3038 | sent
78.120 pkt: 3039 | received
78.136 ACK: 3039 | sent
78.152 pkt: 3040 | received
78.167 ACK: 3040 | sent
78.183 pkt: 3041 | received
78.199 ACK: 3041 | sent
78.199 pkt: 3042 | received
78.214 ACK: 3042 | sent
78.230 pkt: 3043 | received
78.245 ACK: 3043 | sent
78.261 pkt: 3044 | received
78.261 ACK: 3044 | sent
78.277 pkt: 3045 | received
78.277 ACK: 3045 | sent
78.292 pkt: 3046 | received
78.308 ACK: 3046 | sent
78.324 pkt: 3047 | received
78.339 ACK: 3047 | sent
78.339 pkt: 3048 | received
78.355 ACK: 3048 | sent
78.370 pkt: 3049 | received
78.370 ACK: 3049 | sent
78.392 pkt: 3050 | received
78.401 ACK: 3050 | sent
78.414 pkt: 3051 | received
78.418 ACK: 3051 | sent
78.434 pkt: 3052 | received
78.434 ACK: 3052 | sent
78.449 pkt: 3053 | received
78.465 ACK: 3053 | sent
78.480 pkt: 3054 | received
78.480 ACK: 3054 | sent
78.496 pkt: 3055 | received
78.512 ACK: 3055 | sent
78.512 pkt: 3056 | received
78.527 ACK: 3056 | sent
78.543 pkt: 3057 | received
78.543 ACK: 3057 | sent
78.558 pkt: 3058 | received
78.574 ACK: 3058 | sent
78.590 pkt: 3059 | received
78.590 ACK: 3059 | sent
78.605 pkt: 3060 | received
78.621 ACK: 3060 | sent
78.621 pkt: 3061 | received
78.637 ACK: 3061 | sent
78.652 pkt: 3062 | received
78.652 ACK: 3062 | sent
78.668 pkt: 3063 | received
78.683 ACK: 3063 | sent
78.699 pkt: 3064 | received
78.699 ACK: 3064 | sent
78.715 pkt: 3065 | received
78.730 ACK: 3065 | sent
78.746 pkt: 3066 | received
78.753 ACK: 3066 | sent
78.769 pkt: 3067 | received
78.769 ACK: 3067 | sent
78.800 pkt: 3068 | received
78.800 ACK: 3068 | sent
78.816 pkt: 3069 | received
78.831 ACK: 3069 | sent
78.847 pkt: 3070 | received
78.847 ACK: 3070 | sent
78.878 pkt: 3071 | received
78.894 ACK: 3071 | sent
78.909 pkt: 3072 | received
78.909 ACK: 3072 | sent
78.925 pkt: 3073 | received
78.941 ACK: 3073 | sent
78.956 pkt: 3074 | received
78.956 ACK: 3074 | sent
78.972 pkt: 3075 | received
78.988 ACK: 3075 | sent
79.003 pkt: 3076 | received
79.003 ACK: 3076 | sent
79.019 pkt: 3077 | received
79.019 ACK: 3077 | sent
79.034 pkt: 3078 | received
79.050 ACK: 3078 | sent
79.066 pkt: 3079 | received
79.066 ACK: 3079 | sent
79.081 pkt: 3080 | received
79.081 ACK: 3080 | sent
79.097 pkt: 3081 | received
79.113 ACK: 3081 | sent
79.128 pkt: 3082 | received
79.128 ACK: 3082 | sent
79.144 pkt: 3083 | received
79.159 ACK: 3083 | sent
79.175 pkt: 3084 | received
79.175 ACK: 3084 | sent
79.191 pkt: 3085 | received
79.206 ACK: 3085 | sent
79.222 pkt: 3086 | received
79.222 ACK: 3086 | sent
79.248 pkt: 3087 | received
79.250 ACK: 3087 | sent
79.266 pkt: 3088 | received
79.266 ACK: 3088 | sent
79.281 pkt: 3089 | received
79.281 ACK: 3089 | sent
79.297 pkt: 3090 | received
79.313 ACK: 3090 | sent
79.328 pkt: 3091 | received
79.328 ACK: 3091 | sent
79.344 pkt: 3092 | received
79.359 ACK: 3092 | sent
79.375 pkt: 3093 | received
79.375 ACK: 3093 | sent
79.415 pkt: 3094 | received
79.417 ACK: 3094 | sent
79.433 pkt: 3095 | received
79.433 ACK: 3095 | sent
79.457 pkt: 3096 | received
79.457 ACK: 3096 | sent
79.472 pkt: 3097 | received
79.488 ACK: 3097 | sent
79.503 pkt: 3098 | received
79.519 ACK: 3098 | sent
79.535 pkt: 3099 | received
79.535 ACK: 3099 | sent
79.550 pkt: 3100 | received
79.566 ACK: 3100 | sent
79.582 pkt: 3101 | received
79.597 ACK: 3101 | sent
79.613 pkt: 3102 | received
79.613 ACK: 3102 | sent
79.628 pkt: 3103 | received
79.644 ACK: 3103 | sent
79.660 pkt: 3104 | received
79.675 ACK: 3104 | sent
79.691 pkt: 3105 | received
79.691 ACK: 3105 | sent
79.722 pkt: 3106 | received
79.722 ACK: 3106 | sent
79.738 pkt: 3107 | received
79.753 ACK: 3107 | sent
79.769 pkt: 3108 | received
79.785 ACK: 3108 | sent
79.800 pkt: 3109 | received
79.816 ACK: 3109 | sent
79.831 pkt: 3110 | received
79.831 ACK: 3110 | sent
79.847 pkt: 3111 | received
79.863 ACK: 3111 | sent
79.878 pkt: 3112 | received
79.878 ACK: 3112 | sent
79.894 pkt: 3113 | received
79.910 ACK: 3113 | sent
79.925 pkt: 3114 | received
79.925 ACK: 3114 | sent
79.941 pkt: 3115 | received
79.941 ACK: 3115 | sent
79.956 pkt: 3116 | received
79.972 ACK: 3116 | sent
79.988 pkt: 3117 | received
79.988 ACK: 3117 | sent
80.003 pkt: 3118 | received
80.019 ACK: 3118 | sent
80.035 pkt: 3119 | received
80.035 ACK: 3119 | sent
80.050 pkt: 3120 | received
80.066 ACK: 3120 | sent
80.081 pkt: 3121 | received
80.081 ACK: 3121 | sent
80.097 pkt: 3122 | received
80.113 ACK: 3122 | sent
80.113 pkt: 3123 | received
80.128 ACK: 3123 | sent
80.144 pkt: 3124 | received
80.160 ACK: 3124 | sent
80.175 pkt: 3125 | received
80.175 ACK: 3125 | sent
80.191 pkt: 3126 | received
80.206 ACK: 3126 | sent
80.222 pkt: 3127 | received
80.222 ACK: 3127 | sent
80.236 pkt: 3128 | received
80.251 ACK: 3128 | sent
80.267 pkt: 3129 | received
80.267 ACK: 3129 | sent
80.282 pkt: 3130 | received
80.282 ACK: 3130 | sent
80.298 pkt: 3131 | received
80.313 ACK: 3131 | sent
80.313 pkt: 3132 | received
80.329 ACK: 3132 | sent
80.329 pkt: 3133 | received
80.345 ACK: 3133 | sent
80.360 pkt: 3134 | received
80.360 ACK: 3134 | sent
80.376 pkt: 3135 | received
80.376 ACK: 3135 | sent
80.399 pkt: 3136 | received
80.406 ACK: 3136 | sent
80.416 pkt: 3137 | received
80.417 ACK: 3137 | sent
80.433 pkt: 3138 | received
80.433 ACK: 3138 | sent
80.448 pkt: 3139 | received
80.448 ACK: 3139 | sent
80.471 pkt: 3140 | received
80.478 ACK: 3140 | sent
80.489 pkt: 3141 | received
80.491 ACK: 3141 | sent
80.507 pkt: 3142 | received
80.507 ACK: 3142 | sent
80.523 pkt: 3143 | received
80.523 ACK: 3143 | sent
80.538 pkt: 3144 | received
80.538 ACK: 3144 | sent
80.554 pkt: 3145 | received
80.554 ACK: 3145 | sent
80.570 pkt: 3146 | received
80.585 ACK: 3146 | sent
80.585 pkt: 3147 | received
80.601 ACK: 3147 | sent
80.616 pkt: 3148 | received
80.616 ACK: 3148 | sent
80.632 pkt: 3149 | received
80.648 ACK: 3149 | sent
80.663 pkt: 3150 | received
80.663 ACK: 3150 | sent
80.679 pkt: 3151 | received
80.695 ACK: 3151 | sent
80.710 pkt: 3152 | received
80.710 ACK: 3152 | sent
80.726 pkt: 3153 | received
80.741 ACK: 3153 | sent
80.757 pkt: 3154 | received
80.773 ACK: 3154 | sent
80.773 pkt: 3155 | received
80.788 ACK: 3155 | sent
80.804 pkt: 3156 | received
80.820 ACK: 3156 | sent
80.835 pkt: 3157 | received
80.851 ACK: 3157 | sent
80.866 pkt: 3158 | received
80.866 ACK: 3158 | sent
80.882 pkt: 3159 | received
80.898 ACK: 3159 | sent
80.913 pkt: 3160 | received
80.929 ACK: 3160 | sent
80.945 pkt: 3161 | received
80.945 ACK: 3161 | sent
80.960 pkt: 3162 | received
80.976 ACK: 3162 | sent
80.991 pkt: 3163 | received
81.007 ACK: 3163 | sent
81.023 pkt: 3164 | received
81.023 ACK: 3164 | sent
81.038 pkt: 3165 | received
81.054 ACK: 3165 | sent
81.069 pkt: 3166 | received
81.085 ACK: 3166 | sent
81.101 pkt: 3167 | received
81.101 ACK: 3167 | sent
81.116 pkt: 3168 | received
81.132 ACK: 3168 | sent
81.148 pkt: 3169 | received
81.148 ACK: 3169 | sent
81.163 pkt: 3170 | received
81.179 ACK: 3170 | sent
81.194 pkt: 3171 | received
81.210 ACK: 3171 | sent
81.210 pkt: 3172 | received
81.226 ACK: 3172 | sent
81.236 pkt: 3173 | received
81.253 ACK: 3173 | sent
81.269 pkt: 3174 | received
81.269 ACK: 3174 | sent
81.284 pkt: 3175 | received
81.284 ACK: 3175 | sent
81.300 pkt: 3176 | received
81.316 ACK: 3176 | sent
81.316 pkt: 3177 | received
81.331 ACK: 3177 | sent
81.331 pkt: 3178 | received
81.347 ACK: 3178 | sent
81.362 pkt: 3179 | received
81.362 ACK: 3179 | sent
81.378 pkt: 3180 | received
81.378 ACK: 3180 | sent
81.407 pkt: 3181 | received
81.415 ACK: 3181 | sent
81.418 pkt: 3182 | received
81.434 ACK: 3182 | sent
81.449 pkt: 3183 | received
81.449 ACK: 3183 | sent
81.465 pkt: 3184 | received
81.480 ACK: 3184 | sent
81.480 pkt: 3185 | received
81.496 ACK: 3185 | sent
81.512 pkt: 3186 | received
81.543 ACK: 3186 | sent
81.559 pkt: 3187 | received
81.559 ACK: 3187 | sent
81.574 pkt: 3188 | received
81.590 ACK: 3188 | sent
81.605 pkt: 3189 | received
81.605 ACK: 3189 | sent
81.621 pkt: 3190 | received
81.637 ACK: 3190 | sent
81.652 pkt: 3191 | received
81.668 ACK: 3191 | sent
81.684 pkt: 3192 | received
81.699 ACK: 3192 | sent
81.715 pkt: 3193 | received
81.715 ACK: 3193 | sent
81.730 pkt: 3194 | received
81.746 ACK: 3194 | sent
81.762 pkt: 3195 | received
81.777 ACK: 3195 | sent
81.793 pkt: 3196 | received
81.793 ACK: 3196 | sent
81.824 pkt: 3197 | received
81.824 ACK: 3197 | sent

File transfer is finished.
Throughput: 39.03 pkts / sec
